# x	y	u	v	flags	mask
2.7294e+01	2.9176e+01	4.5125e+00	9.0236e+00	0.0000e+00	0.0000e+00
2.9176e+01	2.9176e+01	5.0339e+00	1.3835e+01	0.0000e+00	0.0000e+00
3.1059e+01	2.9176e+01	7.0535e+00	1.7187e+01	0.0000e+00	0.0000e+00
3.2941e+01	2.9176e+01	4.3780e-01	1.9274e+01	0.0000e+00	0.0000e+00
3.4824e+01	2.9176e+01	5.5252e+00	2.1833e+01	0.0000e+00	0.0000e+00
3.6706e+01	2.9176e+01	4.8612e+00	2.3242e+01	0.0000e+00	0.0000e+00
3.8588e+01	2.9176e+01	1.1394e+01	7.1751e+01	0.0000e+00	0.0000e+00
4.0471e+01	2.9176e+01	4.1868e+00	9.6683e+01	0.0000e+00	0.0000e+00
4.2353e+01	2.9176e+01	5.2377e+00	7.1495e+01	0.0000e+00	0.0000e+00
4.4235e+01	2.9176e+01	-4.9875e-02	1.1694e+01	0.0000e+00	0.0000e+00
4.6118e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	2.7294e+01	-7.2487e-01	-1.1450e+00	0.0000e+00	0.0000e+00
1.4118e+01	2.7294e+01	3.4081e+00	9.7574e+00	0.0000e+00	0.0000e+00
1.6000e+01	2.7294e+01	2.7292e+00	1.1123e+01	0.0000e+00	0.0000e+00
1.7882e+01	2.7294e+01	2.4820e+00	7.9263e+00	0.0000e+00	0.0000e+00
1.9765e+01	2.7294e+01	1.5097e+00	7.7657e+00	0.0000e+00	0.0000e+00
2.1647e+01	2.7294e+01	3.9108e+00	8.9004e+00	0.0000e+00	0.0000e+00
2.3529e+01	2.7294e+01	3.6255e+00	8.6763e+00	0.0000e+00	0.0000e+00
2.5412e+01	2.7294e+01	3.8569e+00	1.1131e+01	0.0000e+00	0.0000e+00
2.7294e+01	2.7294e+01	6.7192e+00	1.1868e+01	0.0000e+00	0.0000e+00
2.9176e+01	2.7294e+01	5.5368e+00	1.7205e+01	0.0000e+00	0.0000e+00
3.1059e+01	2.7294e+01	2.9276e+00	1.3554e+01	0.0000e+00	0.0000e+00
3.2941e+01	2.7294e+01	2.3500e+00	1.6237e+01	0.0000e+00	0.0000e+00
3.4824e+01	2.7294e+01	1.2271e+01	4.2496e+01	0.0000e+00	0.0000e+00
3.6706e+01	2.7294e+01	9.6652e+00	2.6718e+01	0.0000e+00	0.0000e+00
3.8588e+01	2.7294e+01	2.2946e+00	2.9892e+01	0.0000e+00	0.0000e+00
4.0471e+01	2.7294e+01	1.5625e+01	2.9797e+01	0.0000e+00	0.0000e+00
4.2353e+01	2.7294e+01	-7.4650e+00	7.8764e+01	0.0000e+00	0.0000e+00
4.4235e+01	2.7294e+01	-6.2475e-01	1.9274e+01	0.0000e+00	0.0000e+00
4.6118e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	2.7294e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
1.4118e+01	2.5412e+01	-4.1029e-01	8.6137e+00	0.0000e+00	0.0000e+00
1.6000e+01	2.5412e+01	3.8617e-01	9.4769e+00	0.0000e+00	0.0000e+00
1.7882e+01	2.5412e+01	7.2253e-01	6.7601e+00	0.0000e+00	0.0000e+00
1.9765e+01	2.5412e+01	1.3115e+00	8.6450e+00	0.0000e+00	0.0000e+00
2.1647e+01	2.5412e+01	3.6660e+00	7.2932e+00	0.0000e+00	0.0000e+00
2.3529e+01	2.5412e+01	4.2797e+00	9.1339e+00	0.0000e+00	0.0000e+00
2.5412e+01	2.5412e+01	3.3786e+00	1.0945e+01	0.0000e+00	0.0000e+00
2.7294e+01	2.5412e+01	6.4553e+00	9.8840e+00	0.0000e+00	0.0000e+00
2.9176e+01	2.5412e+01	8.4252e+00	8.2946e+00	0.0000e+00	0.0000e+00
3.1059e+01	2.5412e+01	8.5023e+00	7.7110e+00	0.0000e+00	0.0000e+00
3.2941e+01	2.5412e+01	8.8981e+00	1.6792e+01	0.0000e+00	0.0000e+00
3.4824e+01	2.5412e+01	5.7444e+00	2.1741e+01	0.0000e+00	0.0000e+00
3.6706e+01	2.5412e+01	5.1189e+00	2.1606e+01	0.0000e+00	0.0000e+00
3.8588e+01	2.5412e+01	4.3330e+00	2.7618e+01	0.0000e+00	0.0000e+00
4.0471e+01	2.5412e+01	2.7930e+00	2.3288e+01	0.0000e+00	0.0000e+00
4.2353e+01	2.5412e+01	-5.6189e+00	9.3604e+01	0.0000e+00	0.0000e+00
4.4235e+01	2.5412e+01	-1.6925e+00	2.5643e+01	0.0000e+00	0.0000e+00
4.6118e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	2.5412e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
1.4118e+01	2.3529e+01	1.1016e+00	3.7461e+00	0.0000e+00	0.0000e+00
1.6000e+01	2.3529e+01	-1.4125e+00	9.2152e+00	0.0000e+00	0.0000e+00
1.7882e+01	2.3529e+01	3.0168e-01	9.4502e+00	0.0000e+00	0.0000e+00
1.9765e+01	2.3529e+01	2.2433e+00	7.9635e+00	0.0000e+00	0.0000e+00
2.1647e+01	2.3529e+01	3.3949e+00	1.1333e+01	0.0000e+00	0.0000e+00
2.3529e+01	2.3529e+01	2.2621e+00	1.4422e+01	0.0000e+00	0.0000e+00
2.5412e+01	2.3529e+01	4.8047e+00	1.0118e+01	0.0000e+00	0.0000e+00
2.7294e+01	2.3529e+01	7.2145e+00	7.8190e+00	0.0000e+00	0.0000e+00
2.9176e+01	2.3529e+01	3.8517e+00	1.2100e+01	0.0000e+00	0.0000e+00
3.1059e+01	2.3529e+01	7.3685e+00	1.4876e+01	0.0000e+00	0.0000e+00
3.2941e+01	2.3529e+01	9.0645e+00	1.9029e+01	0.0000e+00	0.0000e+00
3.4824e+01	2.3529e+01	4.9410e+00	1.9175e+01	0.0000e+00	0.0000e+00
3.6706e+01	2.3529e+01	9.2458e+00	2.8296e+01	0.0000e+00	0.0000e+00
3.8588e+01	2.3529e+01	6.8154e+00	2.4151e+01	0.0000e+00	0.0000e+00
4.0471e+01	2.3529e+01	2.6003e+00	1.2156e+01	0.0000e+00	0.0000e+00
4.2353e+01	2.3529e+01	1.2358e+00	1.7851e+01	0.0000e+00	0.0000e+00
4.4235e+01	2.3529e+01	-8.8666e-01	1.4995e+01	0.0000e+00	0.0000e+00
4.6118e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	2.3529e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
1.4118e+01	2.1647e+01	8.1146e-02	6.6574e+00	0.0000e+00	0.0000e+00
1.6000e+01	2.1647e+01	-2.8883e+00	1.0612e+01	0.0000e+00	0.0000e+00
1.7882e+01	2.1647e+01	-5.8708e-01	8.5824e+00	0.0000e+00	0.0000e+00
1.9765e+01	2.1647e+01	-1.8780e-01	1.2423e+01	0.0000e+00	0.0000e+00
2.1647e+01	2.1647e+01	3.3586e+00	7.5535e+00	0.0000e+00	0.0000e+00
2.3529e+01	2.1647e+01	2.9295e+00	8.7240e+00	0.0000e+00	0.0000e+00
2.5412e+01	2.1647e+01	3.9808e+00	8.0594e+00	0.0000e+00	0.0000e+00
2.7294e+01	2.1647e+01	5.2588e+00	7.7944e+00	0.0000e+00	0.0000e+00
2.9176e+01	2.1647e+01	5.3764e+00	9.7489e+00	0.0000e+00	0.0000e+00
3.1059e+01	2.1647e+01	6.9358e+00	5.5343e+00	0.0000e+00	0.0000e+00
3.2941e+01	2.1647e+01	9.2964e+00	1.6233e+01	0.0000e+00	0.0000e+00
3.4824e+01	2.1647e+01	8.2428e+00	1.6466e+01	0.0000e+00	0.0000e+00
3.6706e+01	2.1647e+01	1.3178e+01	2.5903e+01	0.0000e+00	0.0000e+00
3.8588e+01	2.1647e+01	7.0266e+00	2.2174e+01	0.0000e+00	0.0000e+00
4.0471e+01	2.1647e+01	1.3460e+00	2.0221e+01	0.0000e+00	0.0000e+00
4.2353e+01	2.1647e+01	1.4709e+01	1.1303e+02	0.0000e+00	0.0000e+00
4.4235e+01	2.1647e+01	7.7840e-01	1.0805e+02	0.0000e+00	0.0000e+00
4.6118e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	2.1647e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
1.4118e+01	1.9765e+01	7.0533e-02	6.4144e+00	0.0000e+00	0.0000e+00
1.6000e+01	1.9765e+01	8.7474e-01	1.0781e+01	0.0000e+00	0.0000e+00
1.7882e+01	1.9765e+01	-2.0404e+00	1.0967e+01	0.0000e+00	0.0000e+00
1.9765e+01	1.9765e+01	-1.1003e+00	9.5050e+00	0.0000e+00	0.0000e+00
2.1647e+01	1.9765e+01	-1.2416e+00	1.1272e+01	0.0000e+00	0.0000e+00
2.3529e+01	1.9765e+01	3.1876e+00	9.3127e+00	0.0000e+00	0.0000e+00
2.5412e+01	1.9765e+01	1.6853e+00	8.6607e+00	0.0000e+00	0.0000e+00
2.7294e+01	1.9765e+01	3.3955e+00	6.6268e+00	0.0000e+00	0.0000e+00
2.9176e+01	1.9765e+01	7.8715e+00	3.2556e+00	0.0000e+00	0.0000e+00
3.1059e+01	1.9765e+01	6.0888e+00	9.6643e+00	0.0000e+00	0.0000e+00
3.2941e+01	1.9765e+01	1.3795e+01	1.4828e+01	0.0000e+00	0.0000e+00
3.4824e+01	1.9765e+01	1.4553e+01	2.8385e+01	0.0000e+00	0.0000e+00
3.6706e+01	1.9765e+01	1.5256e+01	2.3437e+01	0.0000e+00	0.0000e+00
3.8588e+01	1.9765e+01	1.1237e+01	2.5636e+01	0.0000e+00	0.0000e+00
4.0471e+01	1.9765e+01	2.3370e+01	4.8005e+01	0.0000e+00	0.0000e+00
4.2353e+01	1.9765e+01	9.1509e+00	9.3388e+01	0.0000e+00	0.0000e+00
4.4235e+01	1.9765e+01	-1.0496e+00	8.9493e+01	0.0000e+00	0.0000e+00
4.6118e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	1.9765e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
1.4118e+01	1.7882e+01	-6.0866e-01	6.9019e+00	0.0000e+00	0.0000e+00
1.6000e+01	1.7882e+01	-2.0527e+00	1.0917e+01	0.0000e+00	0.0000e+00
1.7882e+01	1.7882e+01	-2.0759e+00	8.1203e+00	0.0000e+00	0.0000e+00
1.9765e+01	1.7882e+01	-9.1985e-02	1.0026e+01	0.0000e+00	0.0000e+00
2.1647e+01	1.7882e+01	-2.9163e+00	1.2901e+01	0.0000e+00	0.0000e+00
2.3529e+01	1.7882e+01	-1.5925e+00	1.1034e+01	0.0000e+00	0.0000e+00
2.5412e+01	1.7882e+01	2.0507e+00	1.0759e+01	0.0000e+00	0.0000e+00
2.7294e+01	1.7882e+01	2.2404e+00	6.7186e+00	0.0000e+00	0.0000e+00
2.9176e+01	1.7882e+01	6.0951e+00	4.1220e+00	0.0000e+00	0.0000e+00
3.1059e+01	1.7882e+01	1.0014e+01	9.4876e+00	0.0000e+00	0.0000e+00
3.2941e+01	1.7882e+01	1.1541e+01	1.0932e+01	0.0000e+00	0.0000e+00
3.4824e+01	1.7882e+01	1.1131e+01	1.5187e+01	0.0000e+00	0.0000e+00
3.6706e+01	1.7882e+01	1.1148e+01	2.3112e+01	0.0000e+00	0.0000e+00
3.8588e+01	1.7882e+01	7.4451e+00	2.6510e+01	0.0000e+00	0.0000e+00
4.0471e+01	1.7882e+01	1.1248e+01	3.7185e+01	0.0000e+00	0.0000e+00
4.2353e+01	1.7882e+01	7.1675e-01	1.1026e+02	0.0000e+00	0.0000e+00
4.4235e+01	1.7882e+01	-2.4204e+00	3.8623e+01	0.0000e+00	0.0000e+00
4.6118e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	1.7882e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
1.4118e+01	1.6000e+01	-7.0480e-01	4.5530e+00	0.0000e+00	0.0000e+00
1.6000e+01	1.6000e+01	-1.3079e+00	9.5467e+00	0.0000e+00	0.0000e+00
1.7882e+01	1.6000e+01	1.0964e+00	1.1071e+01	0.0000e+00	0.0000e+00
1.9765e+01	1.6000e+01	-1.9052e+00	6.3359e+00	0.0000e+00	0.0000e+00
2.1647e+01	1.6000e+01	8.1317e-01	8.0385e+00	0.0000e+00	0.0000e+00
2.3529e+01	1.6000e+01	1.8375e+00	5.2753e+00	0.0000e+00	0.0000e+00
2.5412e+01	1.6000e+01	4.4717e+00	8.0972e+00	0.0000e+00	0.0000e+00
2.7294e+01	1.6000e+01	5.9180e+00	9.0288e+00	0.0000e+00	0.0000e+00
2.9176e+01	1.6000e+01	1.4588e+01	5.4063e+00	0.0000e+00	0.0000e+00
3.1059e+01	1.6000e+01	1.1715e+01	5.8450e+00	0.0000e+00	0.0000e+00
3.2941e+01	1.6000e+01	1.3143e+01	8.9171e+00	0.0000e+00	0.0000e+00
3.4824e+01	1.6000e+01	1.1755e+01	1.0098e+01	0.0000e+00	0.0000e+00
3.6706e+01	1.6000e+01	4.6674e+00	1.9631e+01	0.0000e+00	0.0000e+00
3.8588e+01	1.6000e+01	2.0892e+01	3.1929e+01	0.0000e+00	0.0000e+00
4.0471e+01	1.6000e+01	1.3256e+01	7.4325e+01	0.0000e+00	0.0000e+00
4.2353e+01	1.6000e+01	2.5002e+00	9.1168e+01	0.0000e+00	0.0000e+00
4.4235e+01	1.6000e+01	-8.2685e-01	9.7571e+01	0.0000e+00	0.0000e+00
4.6118e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	1.6000e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	1.4118e+01	nan	nan	1.0000e+00	0.0000e+00
1.4118e+01	1.4118e+01	-1.0803e-01	3.4019e-01	0.0000e+00	0.0000e+00
1.6000e+01	1.4118e+01	1.8520e+00	1.2248e+01	0.0000e+00	0.0000e+00
1.7882e+01	1.4118e+01	2.2606e+00	7.0657e+00	0.0000e+00	0.0000e+00
1.9765e+01	1.4118e+01	-2.2834e-01	6.4582e+00	0.0000e+00	0.0000e+00
2.1647e+01	1.4118e+01	1.5573e+00	5.9147e+00	0.0000e+00	0.0000e+00
2.3529e+01	1.4118e+01	3.3112e+00	6.3898e+00	0.0000e+00	0.0000e+00
2.5412e+01	1.4118e+01	4.1181e+00	4.0696e+00	0.0000e+00	0.0000e+00
2.7294e+01	1.4118e+01	1.0386e+01	2.9273e+00	0.0000e+00	0.0000e+00
2.9176e+01	1.4118e+01	1.4571e+01	5.5287e+00	0.0000e+00	0.0000e+00
3.1059e+01	1.4118e+01	1.1955e+01	9.9969e+00	0.0000e+00	0.0000e+00
3.2941e+01	1.4118e+01	1.6066e+01	7.9560e+00	0.0000e+00	0.0000e+00
3.4824e+01	1.4118e+01	7.5430e+00	1.4728e+01	0.0000e+00	0.0000e+00
3.6706e+01	1.4118e+01	9.1822e+00	2.2412e+01	0.0000e+00	0.0000e+00
3.8588e+01	1.4118e+01	7.0227e+00	2.8308e+01	0.0000e+00	0.0000e+00
4.0471e+01	1.4118e+01	1.3446e+01	7.0568e+01	0.0000e+00	0.0000e+00
