# x	y	u	v	flags	mask
1.4118e+01	4.4235e+01	5.0667e-01	7.4958e+00	0.0000e+00	0.0000e+00
1.6000e+01	4.4235e+01	3.3991e+00	4.5901e+00	0.0000e+00	0.0000e+00
1.7882e+01	4.4235e+01	2.5405e+00	3.4519e+00	0.0000e+00	0.0000e+00
1.9765e+01	4.4235e+01	1.9811e+00	3.8866e+00	0.0000e+00	0.0000e+00
2.1647e+01	4.4235e+01	3.6786e+00	4.8178e+00	0.0000e+00	0.0000e+00
2.3529e+01	4.4235e+01	3.8359e+00	3.6199e+00	0.0000e+00	0.0000e+00
2.5412e+01	4.4235e+01	3.1784e+00	8.0228e+00	0.0000e+00	0.0000e+00
2.7294e+01	4.4235e+01	7.8545e+00	8.6449e+00	0.0000e+00	0.0000e+00
2.9176e+01	4.4235e+01	4.3945e+00	9.6663e+00	0.0000e+00	0.0000e+00
3.1059e+01	4.4235e+01	1.9693e+00	1.6922e+01	0.0000e+00	0.0000e+00
3.2941e+01	4.4235e+01	3.8023e+00	1.2947e+01	0.0000e+00	0.0000e+00
3.4824e+01	4.4235e+01	2.0847e+00	1.6969e+01	0.0000e+00	0.0000e+00
3.6706e+01	4.4235e+01	-9.7586e-01	1.6613e+01	0.0000e+00	0.0000e+00
3.8588e+01	4.4235e+01	-7.8283e-01	1.1385e+01	0.0000e+00	0.0000e+00
4.0471e+01	4.4235e+01	-2.3593e+00	9.7153e+00	0.0000e+00	0.0000e+00
4.2353e+01	4.4235e+01	-3.2423e+00	3.3557e+00	0.0000e+00	0.0000e+00
4.4235e+01	4.4235e+01	3.1259e-06	1.5392e+00	0.0000e+00	0.0000e+00
4.6118e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	4.4235e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	4.2353e+01	1.3543e+00	9.4539e+00	0.0000e+00	0.0000e+00
1.4118e+01	4.2353e+01	3.1387e-01	5.8556e+00	0.0000e+00	0.0000e+00
1.6000e+01	4.2353e+01	3.6456e+00	5.4518e+00	0.0000e+00	0.0000e+00
1.7882e+01	4.2353e+01	4.7903e+00	2.1751e+00	0.0000e+00	0.0000e+00
1.9765e+01	4.2353e+01	4.1496e+00	6.7514e+00	0.0000e+00	0.0000e+00
2.1647e+01	4.2353e+01	1.9095e+00	3.8085e+00	0.0000e+00	0.0000e+00
2.3529e+01	4.2353e+01	2.0828e+00	3.8990e+00	0.0000e+00	0.0000e+00
2.5412e+01	4.2353e+01	1.2575e+00	6.9607e+00	0.0000e+00	0.0000e+00
2.7294e+01	4.2353e+01	4.0532e+00	8.7379e+00	0.0000e+00	0.0000e+00
2.9176e+01	4.2353e+01	1.3826e+00	9.2861e+00	0.0000e+00	0.0000e+00
3.1059e+01	4.2353e+01	6.1379e+00	1.1666e+01	0.0000e+00	0.0000e+00
3.2941e+01	4.2353e+01	7.0408e+00	2.1977e+01	0.0000e+00	0.0000e+00
3.4824e+01	4.2353e+01	8.8662e-01	1.7563e+01	0.0000e+00	0.0000e+00
3.6706e+01	4.2353e+01	-4.9121e+00	1.3654e+01	0.0000e+00	0.0000e+00
3.8588e+01	4.2353e+01	3.7328e+00	1.9530e+01	0.0000e+00	0.0000e+00
4.0471e+01	4.2353e+01	-1.0610e+00	1.0785e+01	0.0000e+00	0.0000e+00
4.2353e+01	4.2353e+01	-4.2270e+00	6.8884e+00	0.0000e+00	0.0000e+00
4.4235e+01	4.2353e+01	3.3210e-01	-2.3006e-01	0.0000e+00	0.0000e+00
4.6118e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	4.2353e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	4.0471e+01	1.4421e+00	5.4680e+00	0.0000e+00	0.0000e+00
1.4118e+01	4.0471e+01	3.3090e+00	9.4756e+00	0.0000e+00	0.0000e+00
1.6000e+01	4.0471e+01	1.8593e+00	6.2835e+00	0.0000e+00	0.0000e+00
1.7882e+01	4.0471e+01	2.3104e+00	5.5957e+00	0.0000e+00	0.0000e+00
1.9765e+01	4.0471e+01	3.2546e+00	1.5272e+00	0.0000e+00	0.0000e+00
2.1647e+01	4.0471e+01	2.2005e-01	1.9280e+00	0.0000e+00	0.0000e+00
2.3529e+01	4.0471e+01	-5.8576e-01	6.5557e+00	0.0000e+00	0.0000e+00
2.5412e+01	4.0471e+01	1.3867e+00	6.3342e+00	0.0000e+00	0.0000e+00
2.7294e+01	4.0471e+01	7.9282e-01	7.9832e+00	0.0000e+00	0.0000e+00
2.9176e+01	4.0471e+01	3.7872e+00	8.2217e+00	0.0000e+00	0.0000e+00
3.1059e+01	4.0471e+01	7.8222e+00	1.4840e+01	0.0000e+00	0.0000e+00
3.2941e+01	4.0471e+01	-9.8441e-01	2.5345e+01	0.0000e+00	0.0000e+00
3.4824e+01	4.0471e+01	7.3743e+00	4.0489e+01	0.0000e+00	0.0000e+00
3.6706e+01	4.0471e+01	2.6069e+00	2.1271e+01	0.0000e+00	0.0000e+00
3.8588e+01	4.0471e+01	-1.4650e+00	1.3277e+01	0.0000e+00	0.0000e+00
4.0471e+01	4.0471e+01	6.8124e-01	8.3927e+00	0.0000e+00	0.0000e+00
4.2353e+01	4.0471e+01	1.0330e+00	5.4725e+00	0.0000e+00	0.0000e+00
4.4235e+01	4.0471e+01	2.0013e-01	2.3006e+00	0.0000e+00	0.0000e+00
4.6118e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	4.0471e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	3.8588e+01	-2.0114e-01	4.9599e+00	0.0000e+00	0.0000e+00
1.4118e+01	3.8588e+01	-1.1201e-01	8.8839e+00	0.0000e+00	0.0000e+00
1.6000e+01	3.8588e+01	1.5845e+00	8.4381e+00	0.0000e+00	0.0000e+00
1.7882e+01	3.8588e+01	5.0781e-01	6.6460e+00	0.0000e+00	0.0000e+00
1.9765e+01	3.8588e+01	-8.4976e-01	5.5453e+00	0.0000e+00	0.0000e+00
2.1647e+01	3.8588e+01	4.0230e+00	7.4807e+00	0.0000e+00	0.0000e+00
2.3529e+01	3.8588e+01	3.0275e+00	5.1406e+00	0.0000e+00	0.0000e+00
2.5412e+01	3.8588e+01	-3.4068e-01	7.9735e+00	0.0000e+00	0.0000e+00
2.7294e+01	3.8588e+01	1.5085e+00	7.3915e+00	0.0000e+00	0.0000e+00
2.9176e+01	3.8588e+01	4.3627e+00	1.0356e+01	0.0000e+00	0.0000e+00
3.1059e+01	3.8588e+01	5.9394e+00	1.2942e+01	0.0000e+00	0.0000e+00
3.2941e+01	3.8588e+01	6.7085e+00	1.9859e+01	0.0000e+00	0.0000e+00
3.4824e+01	3.8588e+01	3.1453e+00	1.7155e+01	0.0000e+00	0.0000e+00
3.6706e+01	3.8588e+01	-1.6880e+00	2.1993e+01	0.0000e+00	0.0000e+00
3.8588e+01	3.8588e+01	-8.1497e+00	1.0974e+02	0.0000e+00	0.0000e+00
4.0471e+01	3.8588e+01	-4.2284e+00	1.7262e+01	0.0000e+00	0.0000e+00
4.2353e+01	3.8588e+01	2.5942e+00	5.5658e+00	0.0000e+00	0.0000e+00
4.4235e+01	3.8588e+01	4.4203e-03	1.4574e+00	0.0000e+00	0.0000e+00
4.6118e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	3.8588e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	3.6706e+01	-1.0316e-01	7.7490e+00	0.0000e+00	0.0000e+00
1.4118e+01	3.6706e+01	-2.2198e+00	5.2709e+00	0.0000e+00	0.0000e+00
1.6000e+01	3.6706e+01	7.0422e-01	7.3434e+00	0.0000e+00	0.0000e+00
1.7882e+01	3.6706e+01	1.0421e+00	6.4248e+00	0.0000e+00	0.0000e+00
1.9765e+01	3.6706e+01	4.3168e-01	5.5684e+00	0.0000e+00	0.0000e+00
2.1647e+01	3.6706e+01	4.2088e+00	5.8134e+00	0.0000e+00	0.0000e+00
2.3529e+01	3.6706e+01	2.3790e+00	5.2749e+00	0.0000e+00	0.0000e+00
2.5412e+01	3.6706e+01	1.2289e+00	9.8534e+00	0.0000e+00	0.0000e+00
2.7294e+01	3.6706e+01	4.4785e-01	9.8856e+00	0.0000e+00	0.0000e+00
2.9176e+01	3.6706e+01	2.0754e+00	1.1165e+01	0.0000e+00	0.0000e+00
3.1059e+01	3.6706e+01	8.6211e+00	1.6063e+01	0.0000e+00	0.0000e+00
3.2941e+01	3.6706e+01	5.2970e+00	1.7758e+01	0.0000e+00	0.0000e+00
3.4824e+01	3.6706e+01	2.0251e+00	5.9876e+01	0.0000e+00	0.0000e+00
3.6706e+01	3.6706e+01	1.9110e+00	1.6802e+01	0.0000e+00	0.0000e+00
3.8588e+01	3.6706e+01	-5.3916e+00	2.8321e+01	0.0000e+00	0.0000e+00
4.0471e+01	3.6706e+01	-3.1942e+00	1.7899e+01	0.0000e+00	0.0000e+00
4.2353e+01	3.6706e+01	-5.5120e-01	9.3009e+00	0.0000e+00	0.0000e+00
4.4235e+01	3.6706e+01	-1.4327e+00	-6.7937e-01	0.0000e+00	0.0000e+00
4.6118e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	3.6706e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	3.4824e+01	2.5180e-01	2.7291e+00	0.0000e+00	0.0000e+00
1.4118e+01	3.4824e+01	2.2122e+00	7.4149e+00	0.0000e+00	0.0000e+00
1.6000e+01	3.4824e+01	4.0569e-01	9.2931e+00	0.0000e+00	0.0000e+00
1.7882e+01	3.4824e+01	3.5280e+00	5.6563e+00	0.0000e+00	0.0000e+00
1.9765e+01	3.4824e+01	1.9087e+00	6.3811e+00	0.0000e+00	0.0000e+00
2.1647e+01	3.4824e+01	-1.3931e+00	5.9042e+00	0.0000e+00	0.0000e+00
2.3529e+01	3.4824e+01	-7.8392e-02	4.6639e+00	0.0000e+00	0.0000e+00
2.5412e+01	3.4824e+01	-3.7138e+00	5.0176e+00	0.0000e+00	0.0000e+00
2.7294e+01	3.4824e+01	3.7443e-01	1.1286e+01	0.0000e+00	0.0000e+00
2.9176e+01	3.4824e+01	8.4842e-01	1.6130e+01	0.0000e+00	0.0000e+00
3.1059e+01	3.4824e+01	6.2715e+00	1.4404e+01	0.0000e+00	0.0000e+00
3.2941e+01	3.4824e+01	3.1991e+00	1.7228e+01	0.0000e+00	0.0000e+00
3.4824e+01	3.4824e+01	8.2775e-01	1.9517e+01	0.0000e+00	0.0000e+00
3.6706e+01	3.4824e+01	-1.1673e+00	2.1795e+01	0.0000e+00	0.0000e+00
3.8588e+01	3.4824e+01	2.3442e-01	2.1658e+01	0.0000e+00	0.0000e+00
4.0471e+01	3.4824e+01	-5.6511e+00	9.6943e+01	0.0000e+00	0.0000e+00
4.2353e+01	3.4824e+01	-4.9315e+00	1.5373e+01	0.0000e+00	0.0000e+00
4.4235e+01	3.4824e+01	-1.1758e+00	1.7088e+01	0.0000e+00	0.0000e+00
4.6118e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	3.4824e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	3.2941e+01	1.2814e+00	5.9777e+00	0.0000e+00	0.0000e+00
1.4118e+01	3.2941e+01	1.5792e+00	7.8321e+00	0.0000e+00	0.0000e+00
1.6000e+01	3.2941e+01	8.2737e-01	6.6050e+00	0.0000e+00	0.0000e+00
1.7882e+01	3.2941e+01	1.4423e+00	6.7552e+00	0.0000e+00	0.0000e+00
1.9765e+01	3.2941e+01	1.7604e+00	5.8381e+00	0.0000e+00	0.0000e+00
2.1647e+01	3.2941e+01	4.7120e+00	2.3400e+00	0.0000e+00	0.0000e+00
2.3529e+01	3.2941e+01	6.4452e-01	6.4512e-02	0.0000e+00	0.0000e+00
2.5412e+01	3.2941e+01	5.6593e+00	4.9141e+00	0.0000e+00	0.0000e+00
2.7294e+01	3.2941e+01	1.6001e+00	1.0114e+01	0.0000e+00	0.0000e+00
2.9176e+01	3.2941e+01	5.9397e+00	1.2846e+01	0.0000e+00	0.0000e+00
3.1059e+01	3.2941e+01	6.7806e+00	1.7560e+01	0.0000e+00	0.0000e+00
3.2941e+01	3.2941e+01	9.5485e+00	2.2014e+01	0.0000e+00	0.0000e+00
3.4824e+01	3.2941e+01	5.3313e+00	2.4268e+01	0.0000e+00	0.0000e+00
3.6706e+01	3.2941e+01	7.2400e+00	2.6139e+01	0.0000e+00	0.0000e+00
3.8588e+01	3.2941e+01	-2.5272e+00	1.6878e+01	0.0000e+00	0.0000e+00
4.0471e+01	3.2941e+01	3.7101e-01	9.3715e+01	0.0000e+00	0.0000e+00
4.2353e+01	3.2941e+01	-2.0308e+00	2.3603e+01	0.0000e+00	0.0000e+00
4.4235e+01	3.2941e+01	-7.2405e-01	1.0182e+01	0.0000e+00	0.0000e+00
4.6118e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	3.2941e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	3.1059e+01	1.2350e+00	-3.6561e-01	0.0000e+00	0.0000e+00
1.4118e+01	3.1059e+01	2.6664e-01	6.7483e+00	0.0000e+00	0.0000e+00
1.6000e+01	3.1059e+01	2.5092e+00	8.2793e+00	0.0000e+00	0.0000e+00
1.7882e+01	3.1059e+01	1.7778e+00	4.8802e+00	0.0000e+00	0.0000e+00
1.9765e+01	3.1059e+01	2.6352e+00	3.4176e+00	0.0000e+00	0.0000e+00
2.1647e+01	3.1059e+01	1.7969e+00	1.4607e+00	0.0000e+00	0.0000e+00
2.3529e+01	3.1059e+01	4.7639e+00	3.3492e+00	0.0000e+00	0.0000e+00
2.5412e+01	3.1059e+01	1.8240e+00	5.2901e+00	0.0000e+00	0.0000e+00
2.7294e+01	3.1059e+01	3.6860e+00	1.4248e+01	0.0000e+00	0.0000e+00
2.9176e+01	3.1059e+01	2.4572e+00	1.0817e+01	0.0000e+00	0.0000e+00
3.1059e+01	3.1059e+01	4.9940e-02	2.1909e+01	0.0000e+00	0.0000e+00
3.2941e+01	3.1059e+01	1.0997e+00	2.0408e+01	0.0000e+00	0.0000e+00
3.4824e+01	3.1059e+01	6.2148e+00	2.0203e+01	0.0000e+00	0.0000e+00
3.6706e+01	3.1059e+01	2.1627e+00	2.8784e+01	0.0000e+00	0.0000e+00
3.8588e+01	3.1059e+01	1.6738e+01	3.9561e+01	0.0000e+00	0.0000e+00
4.0471e+01	3.1059e+01	1.9765e+01	1.1323e+02	0.0000e+00	0.0000e+00
4.2353e+01	3.1059e+01	-5.2899e+00	1.0305e+02	0.0000e+00	0.0000e+00
4.4235e+01	3.1059e+01	2.4365e-01	2.9221e+00	0.0000e+00	0.0000e+00
4.6118e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
4.8000e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
4.9882e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
5.1765e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
5.3647e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
5.5529e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
5.7412e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
5.9294e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
6.1176e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
6.3059e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
6.4941e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
6.6824e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
6.8706e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
7.0588e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
7.2471e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
7.4353e+01	3.1059e+01	nan	nan	1.0000e+00	0.0000e+00
9.4118e-01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
2.8235e+00	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
4.7059e+00	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
6.5882e+00	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
8.4706e+00	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
1.0353e+01	2.9176e+01	nan	nan	1.0000e+00	0.0000e+00
1.2235e+01	2.9176e+01	1.1274e+00	5.3881e+00	0.0000e+00	0.0000e+00
1.4118e+01	2.9176e+01	1.2687e+00	6.2007e+00	0.0000e+00	0.0000e+00
1.6000e+01	2.9176e+01	1.1919e+00	7.8759e+00	0.0000e+00	0.0000e+00
1.7882e+01	2.9176e+01	4.2136e-01	6.1967e+00	0.0000e+00	0.0000e+00
1.9765e+01	2.9176e+01	2.4104e+00	5.2672e+00	0.0000e+00	0.0000e+00
2.1647e+01	2.9176e+01	1.4115e+00	4.9643e+00	0.0000e+00	0.0000e+00
2.3529e+01	2.9176e+01	3.5552e+00	6.5792e+00	0.0000e+00	0.0000e+00
2.5412e+01	2.9176e+01	5.4717e+00	7.9334e+00	0.0000e+00	0.0000e+00
